iso_o,TIME_PERIOD,export,import,net_imp,gdp_pct,co2,manufacturing,renewable,energy,trade_openness,fdi,urban,internet,population,country,continent,category,development,eci_sitc,eci_rank_sitc,importing,exporting
SAU,2016,130.006,133.463,3.4569999999999936,22783.04,19.69,13.53,0.0,7521.59,57.92,0.0,83.4,74.88,14.4,Saudi Arabia,Asia,Emerging and Developing Economies,0.0,0.084,56,28.0,44.0
SEN,2016,4.852,5.04,0.18799999999999972,1257.41,0.68,16.41,36.7,287.04,54.11,36.7,46.3,25.66,78.09,Senegal,Africa,Emerging and Developing Economies,0.0,-0.737,103,42.0,30.0
SGP,2016,189.583,135.639,-53.94399999999999,56986.79,9.45,17.44,0.7,5449.42,302.84,0.7,100.0,84.45,7908.72,Singapore,Asia,Advanced Economies,1.0,2.185,4,63.0,9.0
SVK,2016,42.902,46.083,3.1809999999999974,16740.74,6.53,17.77,13.1,3159.57,182.76,13.1,53.81,80.48,112.95,Slovak Republic,Europe,Advanced Economies,1.0,1.213,22,29.0,43.0
SVN,2016,13.468,15.048,1.58,21309.71,7.28,20.23,21.0,3296.74,148.24,21.0,54.02,75.5,102.52,Slovenia,Europe,Advanced Economies,1.0,1.655,13,38.0,34.0
SWE,2016,43.833,80.766,36.93300000000001,51746.7,4.3,13.48,50.9,4858.9,83.26,50.9,86.85,89.65,24.36,Sweden,Europe,Advanced Economies,1.0,1.788,8,10.0,62.0
THA,2016,209.817,178.48499999999999,-31.332000000000022,5857.78,3.9,27.14,22.4,1985.01,120.58,22.4,48.45,47.5,138.7,Thailand,Asia,Emerging and Developing Economies,0.0,1.182,24,58.0,14.0
TUN,2016,13.342,14.193,0.8509999999999991,4015.3,2.59,13.81,12.4,955.18,87.09,12.4,68.35,49.6,74.21,Tunisia,Africa,Emerging and Developing Economies,0.0,0.021,59,41.0,31.0
TUR,2016,115.112,184.312,69.20000000000002,11264.61,4.93,16.6,13.2,1724.54,48.33,13.2,74.13,58.35,103.01,Türkiye,Europe,Emerging and Developing Economies,0.0,0.179,52,7.0,65.0
UKR,2016,125.434,45.213,-80.221,2156.08,4.98,12.22,5.5,2007.98,105.52,5.5,69.15,53.0,78.75,Ukraine,Europe,Emerging and Developing Economies,0.0,0.197,50,66.0,6.0
USA,2016,788.077,1633.188,845.1110000000001,57430.85,15.51,10.82,9.3,6663.5,26.45,9.3,81.86,85.54,35.46,United States,America,Advanced Economies,1.0,1.628,15,1.0,71.0
VNM,2016,226.59,173.713,-52.87700000000001,2715.58,2.39,21.49,26.8,738.88,145.41,26.8,34.51,53.0,299.95,Vietnam,Asia,Emerging and Developing Economies,0.0,0.155,53,62.0,10.0
ZAF,2016,176.64100000000002,65.672,-110.96900000000002,6095.3,8.04,12.48,7.8,2311.77,55.86,7.8,65.34,54.0,47.2,South Africa,Africa,Emerging and Developing Economies,0.0,-0.109,66,68.0,4.0
ARG,2017,61.152,59.637,-1.5150000000000006,13520.11,4.32,12.84,10.4,1874.83,25.29,10.4,91.75,74.29,16.18,Argentina,America,Emerging and Developing Economies,0.0,-0.424,83,42.0,30.0
AUS,2017,201.28799999999998,173.764,-27.523999999999972,57750.65,16.71,5.79,9.9,5162.46,42.2,9.9,85.9,86.54,3.2,Australia,Pacific,Advanced Economies,1.0,-0.694,101,59.0,13.0
AUT,2017,69.117,96.407,27.289999999999992,45056.64,7.97,17.44,34.0,3839.95,105.56,34.0,58.09,87.94,106.61,Austria,Europe,Advanced Economies,1.0,1.692,9,18.0,54.0
BEL,2017,99.581,126.892,27.310999999999993,41619.33,8.76,12.45,9.7,4863.63,166.9,9.7,97.96,87.68,375.01,Belgium,Europe,Advanced Economies,1.0,1.163,25,17.0,55.0
BGD,2017,16.149,48.305,32.156,1373.75,0.62,20.08,28.1,260.88,30.0,28.1,35.86,21.5,1245.96,Bangladesh,Asia,Emerging and Developing Economies,0.0,-1.005,123,15.0,57.0
BGR,2017,44.413000000000004,26.112000000000002,-18.301000000000002,7898.71,7.24,14.575810810810813,17.1,2732.22,129.63,17.1,74.67,63.41,62.67,Bulgaria,Europe,Emerging and Developing Economies,0.0,0.413,43,56.0,16.0
BLR,2017,54.268,45.483,-8.785000000000004,5964.9,6.37,21.63,7.3,2692.58,133.37,7.3,78.13,74.44,46.6,Belarus,Europe,Emerging and Developing Economies,0.0,0.442,42,50.0,22.0
BRA,2017,304.354,156.32,-148.034,8628.25,2.42,10.72,45.3,1431.96,24.32,45.3,86.31,67.47,24.49,Brazil,America,Emerging and Developing Economies,0.0,-0.066,62,69.0,3.0
CAN,2017,374.09000000000003,272.763,-101.32700000000006,44339.39,16.23,9.68,22.8,8175.19,65.1,22.8,81.35,92.7,4.08,Canada,America,Advanced Economies,1.0,0.369,47,67.0,5.0
CHE,2017,47.703,105.721,58.018,84967.59,4.71,17.49,25.0,2809.48,123.62,25.0,73.76,89.69,213.92,Switzerland,Europe,Advanced Economies,1.0,2.432,2,8.0,64.0
CHL,2017,41.019000000000005,50.079,9.059999999999995,13473.35,4.83,9.16,24.1,2065.98,56.03,24.1,87.49,82.33,25.0,Chile,America,Emerging and Developing Economies,0.0,-0.468,86,22.0,50.0
CHN,2017,2067.459,1349.011,-718.4479999999999,9221.51,7.91,27.6,13.1,2215.91,36.95,13.1,57.96,54.3,148.72,China,Asia,Emerging and Developing Economies,0.0,1.322,21,71.0,1.0
CIV,2017,4.714,7.2780000000000005,2.564,1972.81,0.46,11.28,62.5,392.59,48.66,62.5,50.33,43.84,84.07,Côte d'Ivoire,Africa,Emerging and Developing Economies,0.0,-0.839,108,31.0,41.0
CMR,2017,6.18,5.947,-0.23299999999999965,1444.91,0.41,13.71,79.2,392.78,39.2,79.2,55.78,23.2,51.04,Cameroon,Africa,Emerging and Developing Economies,0.0,-0.839,107,40.0,32.0
COL,2017,43.605000000000004,40.693,-2.912000000000006,6309.68,1.62,11.41,32.2,859.14,35.28,32.2,80.45,62.26,43.38,Colombia,America,Emerging and Developing Economies,0.0,-0.189,72,44.0,28.0
CRI,2017,6.349,12.244,5.895,12468.57,1.71,11.73,33.3,972.75,65.07,33.3,78.56,71.58,96.22,Costa Rica,America,Emerging and Developing Economies,0.0,0.059,60,26.0,46.0
CYP,2017,4.206,6.801,2.5949999999999998,26105.59,5.87,4.89,10.9,1794.02,148.01,10.9,66.84,80.74,135.74,Cyprus,Europe,Advanced Economies,1.0,0.759,34,29.0,43.0
CZE,2017,86.086,79.59100000000001,-6.49499999999999,19257.69,10.42,23.18,14.5,4089.51,147.75,14.5,73.68,78.72,137.22,Czech Republic,Europe,Advanced Economies,1.0,1.761,7,47.0,25.0
DEU,2017,514.132,653.878,139.7460000000001,43520.19,9.38,20.2,15.2,3763.19,77.57,15.2,77.26,84.39,236.59,Germany,Europe,Advanced Economies,1.0,2.188,4,5.0,67.0
DNK,2017,76.443,58.6,-17.842999999999996,55601.01,5.82,13.01,35.0,2896.57,104.22,35.0,87.76,97.1,144.12,Denmark,Europe,Advanced Economies,1.0,1.206,23,55.0,17.0
EGY,2017,31.682,57.589,25.907,3452.91,2.53,16.59,4.9,897.22,42.83,4.9,42.7,44.95,104.17,Egypt,Africa,Emerging and Developing Economies,0.0,-0.189,71,19.0,53.0
ESP,2017,173.134,214.128,40.994,27426.28,6.05,11.11,15.2,2690.5,66.17,15.2,80.08,84.6,93.23,Spain,Europe,Advanced Economies,1.0,0.631,36,10.0,62.0
EST,2017,13.234,10.436,-2.798,19270.81,16.11,13.34,27.5,4444.85,144.64,27.5,68.72,88.1,30.82,Estonia,Europe,Advanced Economies,1.0,0.811,32,43.0,29.0
FIN,2017,40.025,51.074999999999996,11.049999999999997,44862.22,8.36,15.37,44.4,6070.16,75.94,44.4,85.32,87.47,18.12,Finland,Europe,Advanced Economies,1.0,1.482,17,21.0,51.0
FRA,2017,202.825,365.672,162.84700000000004,37580.6,5.07,10.01,14.1,3705.41,65.4,14.1,80.18,80.5,124.16,France,Europe,Advanced Economies,1.0,1.377,18,4.0,68.0
GBR,2017,159.608,327.192,167.584,46439.86,5.78,9.05,8.8,2659.0,63.12,8.8,83.14,90.42,272.67,United Kingdom,Europe,Advanced Economies,1.0,1.564,14,3.0,69.0
GRC,2017,53.391999999999996,49.554,-3.837999999999994,18352.09,6.36,8.02,16.4,2148.05,70.88,16.4,78.72,69.89,83.43,Greece,Europe,Advanced Economies,1.0,0.203,55,46.0,26.0
HKG,2017,73.349,115.458,42.108999999999995,44380.81,5.97,1.03,0.2,1868.12,376.8,0.2,100.0,89.42,7041.14,Hong Kong SAR,Asia,Advanced Economies,1.0,1.156,26,9.0,63.0
HRV,2017,9.566,12.158999999999999,2.592999999999998,13485.88,4.65,12.76,29.8,2159.97,97.22,29.8,56.67,67.1,72.21,Croatia,Europe,Advanced Economies,1.0,0.956,31,30.0,42.0
HUN,2017,57.028,56.438,-0.5899999999999963,13734.24,5.26,19.1,14.6,2737.45,165.03,14.6,71.06,76.75,106.58,Hungary,Europe,Emerging and Developing Economies,0.0,1.727,8,41.0,31.0
IDN,2017,166.999,152.861,-14.138000000000005,3553.52,2.0,20.16,25.2,755.35,39.36,25.2,54.66,32.34,142.39,Indonesia,Asia,Emerging and Developing Economies,0.0,-0.144,68,53.0,19.0
IND,2017,464.137,440.493,-23.644000000000005,1788.7,1.79,15.02,32.5,648.01,40.74,32.5,33.6,18.2,457.31,India,Asia,Emerging and Developing Economies,0.0,0.362,48,58.0,14.0
IRL,2017,82.507,72.322,-10.185000000000002,69777.98,7.93,32.14,10.1,2854.86,225.95,10.1,62.95,84.11,70.07,Ireland,Europe,Advanced Economies,1.0,1.618,10,51.0,21.0
ISR,2017,21.913,46.457,24.544,37963.05,7.8,11.44,3.9,2481.52,56.28,3.9,92.34,81.58,402.65,Israel,Asia,Advanced Economies,1.0,1.524,15,20.0,52.0
ITA,2017,194.754,307.989,113.23499999999999,31635.52,5.77,14.82,16.4,2557.33,57.58,16.4,70.14,63.08,202.9,Italy,Europe,Advanced Economies,1.0,1.498,16,6.0,66.0
JOR,2017,9.135,16.444,7.308999999999999,3940.7,2.59,18.0,5.3,917.04,89.73,5.3,90.75,64.5,115.28,Jordan,Asia,Emerging and Developing Economies,0.0,0.479,41,23.0,49.0
JPN,2017,317.251,569.851,252.60000000000002,35861.97,9.59,20.44,6.9,3391.05,34.42,6.9,91.54,91.73,348.35,Japan,Asia,Advanced Economies,1.0,2.46,1,2.0,70.0
KAZ,2017,86.638,42.399,-44.239000000000004,10404.27,12.21,11.28,2.0,3404.27,56.83,2.0,57.34,76.43,6.91,Kazakhstan,Asia,Emerging and Developing Economies,0.0,-0.613,94,61.0,11.0
KHM,2017,14.536,10.923,-3.6129999999999995,1753.94,0.74,23.16,56.3,418.95,121.16,56.3,22.98,32.9,91.06,Cambodia,Asia,Emerging and Developing Economies,0.0,-0.424,82,45.0,27.0
KOR,2017,366.705,404.384,37.67900000000003,30312.89,13.0,26.95,2.8,5467.82,77.12,2.8,81.5,95.07,526.73,Korea,Asia,Advanced Economies,1.0,2.176,5,13.0,59.0
LAO,2017,18.435,6.295,-12.139999999999999,2351.57,2.74,7.48,50.6,811.84,98.55194444444444,50.6,34.37,25.51,30.41,Lao P.D.R.,Asia,Emerging and Developing Economies,0.0,-0.752,104,52.0,20.0
LTU,2017,19.012,21.019,2.006999999999998,15696.0,4.91,16.71,33.8,2653.4,144.92,33.8,67.52,77.62,45.38,Lithuania,Europe,Advanced Economies,1.0,0.55,37,34.0,38.0
LVA,2017,8.147,10.465,2.3179999999999996,14382.86,3.83,10.87,42.6,2265.22,128.71,42.6,68.08,80.11,31.21,Latvia,Europe,Advanced Economies,1.0,0.536,38,32.0,40.0
MAR,2017,25.204,31.108,5.904,3242.64,1.8,14.59,10.4,577.58,74.17,10.4,61.91,61.76,79.42,Morocco,Africa,Emerging and Developing Economies,0.0,-0.641,98,25.0,47.0
MEX,2017,229.899,261.1,31.201000000000022,10193.77,4.06,20.16,10.1,1478.44,76.95,10.1,79.87,53.03,63.48,Mexico,America,Emerging and Developing Economies,0.0,1.304,22,16.0,56.0
MMR,2017,28.34,19.798,-8.542000000000002,1290.56,0.65,24.09,59.5,429.21,98.55194444444444,59.5,30.32,23.62,79.5,Myanmar,Asia,Emerging and Developing Economies,0.0,-0.961,119,49.0,23.0
MYS,2017,182.529,109.468,-73.06099999999999,10293.76,7.35,21.85,5.2,2617.76,133.16,5.2,75.45,80.14,98.48,Malaysia,Asia,Emerging and Developing Economies,0.0,1.041,29,66.0,6.0
NGA,2017,86.571,37.937,-48.634,2441.71,0.59,8.74,81.6,316.09,98.55194444444444,81.6,49.52,25.9,219.87,Nigeria,Africa,Emerging and Developing Economies,0.0,-1.729,144,62.0,10.0
NLD,2017,168.3,168.299,-0.0010000000000047748,47670.11,9.81,10.55,6.4,4365.2,159.65,6.4,91.08,93.2,508.8,The Netherlands,Europe,Advanced Economies,1.0,1.127,27,39.0,33.0
NOR,2017,53.189,58.507,5.317999999999998,76247.41,8.98,6.48,58.9,5673.51,69.11,58.9,81.87,96.36,14.45,Norway,Europe,Advanced Economies,1.0,0.312,51,27.0,45.0
NZL,2017,36.896,29.824,-7.071999999999999,39722.61,7.52,10.19,28.4,4200.71,54.14,28.4,86.47,87.7,18.28,New Zealand,Pacific,Advanced Economies,1.0,-0.173,69,48.0,24.0
PAK,2017,24.98,62.942,37.962,1495.26,0.96,11.3,42.1,456.02,25.47,42.1,36.44,13.78,289.64,Pakistan,Asia,Emerging and Developing Economies,0.0,-0.701,102,12.0,60.0
PER,2017,31.692,32.985,1.2929999999999993,6457.42,1.76,12.97,27.6,762.04,47.51,27.6,77.72,50.45,24.47,Peru,America,Emerging and Developing Economies,0.0,-0.922,117,37.0,35.0
PHL,2017,56.888,90.673,33.785000000000004,3247.45,1.25,19.5,27.8,544.48,68.17,27.8,46.68,41.6,362.61,Philippines,Asia,Emerging and Developing Economies,0.0,1.361,19,14.0,58.0
POL,2017,180.148,144.694,-35.45400000000001,13695.65,8.7,16.89,11.1,2734.43,100.57,11.1,60.1,75.99,124.02,Poland,Europe,Emerging and Developing Economies,0.0,1.05,28,60.0,12.0
PRT,2017,40.138,44.065,3.9269999999999996,20364.2,5.37,12.43,24.4,2209.98,84.81,24.4,64.65,73.79,112.44,Portugal,Europe,Advanced Economies,1.0,0.536,39,28.0,44.0
ROU,2017,41.085,47.726,6.640999999999998,10106.23,4.18,19.83,23.4,1693.37,87.16,23.4,53.94,63.75,85.14,Romania,Europe,Emerging and Developing Economies,0.0,1.041,30,24.0,48.0
RUS,2017,707.854,211.958,-495.8960000000001,9418.91,12.14,12.31,3.2,4999.08,46.88,3.2,74.29,76.01,8.87,Russia,Asia,Emerging and Developing Economies,0.0,-0.066,63,70.0,2.0
SAU,2017,139.036,123.713,-15.323000000000008,23035.12,19.48,13.42,0.0,7707.06,59.53,0.0,83.62,94.18,14.41,Saudi Arabia,Asia,Emerging and Developing Economies,0.0,0.205,54,54.0,18.0
SEN,2017,4.372,5.902,1.5300000000000002,1312.11,0.66,15.81,36.8,278.02,57.71,36.8,46.74,29.64,80.38,Senegal,Africa,Emerging and Developing Economies,0.0,-0.532,90,36.0,36.0
SGP,2017,209.24200000000002,152.06900000000002,-57.173,59485.3,10.14,18.55,0.7,5799.4,316.79,0.7,100.0,84.45,7882.38,Singapore,Asia,Advanced Economies,1.0,2.231,3,64.0,8.0
SVK,2017,45.444,47.629,2.184999999999995,17195.29,6.93,17.12,12.4,3316.83,186.64,12.4,53.75,81.63,113.13,Slovak Republic,Europe,Advanced Economies,1.0,1.328,20,33.0,39.0
SVN,2017,14.707,16.315,1.6080000000000005,22397.76,7.43,20.64,19.7,3390.66,158.7,19.7,54.27,78.89,102.61,Slovenia,Europe,Advanced Economies,1.0,1.604,11,35.0,37.0
SWE,2017,46.26,84.654,38.394,51985.93,4.16,13.33,51.8,4926.81,85.92,51.8,87.15,93.01,24.69,Sweden,Europe,Advanced Economies,1.0,1.591,12,11.0,61.0
THA,2017,216.487,193.054,-23.432999999999993,6076.74,3.89,27.01,22.2,1988.14,120.89,22.2,49.2,52.89,139.29,Thailand,Asia,Emerging and Developing Economies,0.0,1.186,24,57.0,15.0
TUN,2017,13.67,13.723,0.053000000000000824,4062.23,2.6,14.2,11.8,973.95,95.81,11.8,68.64,55.5,74.99,Tunisia,Africa,Emerging and Developing Economies,0.0,0.219,53,38.0,34.0
TUR,2017,128.027,203.452,75.42500000000001,11953.67,5.39,17.59,11.4,1828.03,55.76,11.4,74.64,64.68,104.35,Türkiye,Europe,Emerging and Developing Economies,0.0,0.359,50,7.0,65.0
UKR,2017,112.839,47.332,-65.507,2217.75,4.52,11.98,6.5,1967.84,104.03,6.5,69.25,58.89,78.43,Ukraine,Europe,Emerging and Developing Economies,0.0,0.139,58,65.0,7.0
USA,2017,815.356,1669.233,853.877,58435.97,15.19,10.76,9.7,6590.84,27.13,9.7,82.06,87.27,35.7,United States,America,Advanced Economies,1.0,1.565,13,1.0,71.0
VNM,2017,242.69299999999998,189.244,-53.448999999999984,2868.14,2.42,22.63,28.3,757.48,160.98,28.3,35.21,58.14,303.69,Vietnam,Asia,Emerging and Developing Economies,0.0,0.386,45,63.0,9.0
ZAF,2017,175.90800000000002,68.902,-107.00600000000001,6125.69,8.15,12.51,7.9,2283.46,53.54,7.9,65.85,56.17,47.51,South Africa,Africa,Emerging and Developing Economies,0.0,-0.183,70,68.0,4.0
ARG,2018,74.547,56.223,-18.323999999999998,13058.33,4.25,14.06,10.5,1806.78,30.76,10.5,91.87,77.7,16.32,Argentina,America,Emerging and Developing Economies,0.0,-0.458,84,55.0,17.0
AUS,2018,204.296,178.124,-26.171999999999997,58530.78,16.39,5.76,9.8,5086.37,43.74,9.8,86.01,90.0,3.25,Australia,Pacific,Advanced Economies,1.0,-0.716,103,57.0,15.0
AUT,2018,73.475,102.682,29.207000000000008,45951.58,7.6,17.32,34.1,3717.63,108.38,34.1,58.3,87.48,107.13,Austria,Europe,Advanced Economies,1.0,1.796,7,20.0,52.0
BEL,2018,103.0,135.569,32.56899999999999,42208.36,8.76,12.34,10.7,4660.21,168.28,10.7,98.0,88.65,374.74,Belgium,Europe,Advanced Economies,1.0,1.193,21,18.0,54.0
BGD,2018,17.509,53.42,35.911,1462.25,0.65,20.8,27.0,257.87,32.51,27.0,36.63,25.6,1256.23,Bangladesh,Asia,Emerging and Developing Economies,0.0,-1.049,124,16.0,56.0
BGR,2018,43.048,27.926,-15.122000000000003,8211.94,6.89,14.617567567567567,19.6,2764.28,128.87,19.6,75.01,64.78,61.82,Bulgaria,Europe,Emerging and Developing Economies,0.0,0.569,39,54.0,18.0
BLR,2018,57.774,47.64699999999999,-10.12700000000001,6165.91,6.73,21.26,7.2,2849.29,139.39,7.2,78.6,79.13,46.5,Belarus,Europe,Emerging and Developing Economies,0.0,0.549,40,50.0,22.0
BRA,2018,337.95799999999997,174.458,-163.49999999999997,8722.34,2.28,10.53,46.9,1403.4,28.88,46.9,86.57,70.43,24.66,Brazil,America,Emerging and Developing Economies,0.0,-0.105,62,69.0,3.0
CAN,2018,392.432,277.317,-115.11500000000001,44907.34,16.55,9.87,22.3,8161.78,66.6,22.3,81.41,94.64,4.13,Canada,America,Advanced Economies,1.0,0.369,48,68.0,4.0
CHE,2018,49.432,105.761,56.32899999999999,86756.6,4.52,17.67,24.2,2806.5,124.43,24.2,73.8,91.8,215.5,Switzerland,Europe,Advanced Economies,1.0,2.467,2,7.0,65.0
CHL,2018,42.522,55.911,13.389000000000003,13763.01,4.75,9.6,25.5,2067.98,58.18,25.5,87.56,84.9,25.45,Chile,America,Emerging and Developing Economies,0.0,-0.464,85,21.0,51.0
CHN,2018,2156.575,1536.81,-619.7649999999999,9798.65,8.25,27.34,13.5,2310.88,36.89,13.5,59.15,59.2,149.42,China,Asia,Emerging and Developing Economies,0.0,1.286,19,71.0,1.0
CIV,2018,4.485,7.992,3.5069999999999997,2013.32,0.45,11.29,60.5,358.54,46.04,60.5,50.78,37.55,86.37,Côte d'Ivoire,Africa,Emerging and Developing Economies,0.0,-0.932,117,32.0,40.0
CMR,2018,5.886,6.223,0.33699999999999974,1461.02,0.42,13.69,78.7,392.39,40.59,78.7,56.37,29.7,52.48,Cameroon,Africa,Emerging and Developing Economies,0.0,-1.084,127,41.0,31.0
COL,2018,41.066,43.06,1.9939999999999998,6353.55,1.67,11.15,30.4,816.33,36.53,30.4,80.78,64.13,44.19,Colombia,America,Emerging and Developing Economies,0.0,-0.187,68,38.0,34.0
CRI,2018,6.749,12.399999999999999,5.650999999999999,12679.53,1.71,11.92,33.1,950.31,66.95,33.1,79.34,73.48,97.1,Costa Rica,America,Emerging and Developing Economies,0.0,0.059,59,29.0,43.0
CYP,2018,4.461,6.551,2.09,27406.48,5.68,5.3,12.0,1773.61,147.62,12.0,66.81,84.43,137.53,Cyprus,Europe,Advanced Economies,1.0,0.756,32,37.0,35.0
CZE,2018,88.086,84.66,-3.426000000000002,19736.63,10.29,22.31,14.7,4081.42,145.14,14.7,73.79,80.69,137.68,Czech Republic,Europe,Advanced Economies,1.0,1.66,12,45.0,27.0
DEU,2018,519.45,696.211,176.76099999999997,43874.01,9.01,19.87,16.0,3659.23,79.23,16.0,77.31,87.04,237.29,Germany,Europe,Advanced Economies,1.0,2.182,4,5.0,67.0
DNK,2018,83.221,63.554,-19.667,56355.07,5.81,13.0,34.6,2870.42,108.81,34.6,87.87,97.32,144.84,Denmark,Europe,Advanced Economies,1.0,1.172,22,56.0,16.0
EGY,2018,33.597,63.787,30.189999999999998,3568.64,2.43,16.35,5.0,870.81,45.91,5.0,42.7,46.92,106.17,Egypt,Africa,Emerging and Developing Economies,0.0,-0.248,73,19.0,53.0
ESP,2018,176.78300000000002,229.639,52.855999999999995,27956.72,5.88,10.79,16.9,2666.26,67.01,16.9,80.32,86.11,93.64,Spain,Europe,Advanced Economies,1.0,0.615,36,8.0,64.0
EST,2018,13.482,11.796,-1.686,19914.35,16.91,13.21,28.6,4282.72,143.49,28.6,68.88,89.36,30.92,Estonia,Europe,Advanced Economies,1.0,0.71,34,43.0,29.0
FIN,2018,42.95,56.004999999999995,13.054999999999993,45337.24,8.6,14.79,44.2,6165.44,79.14,44.2,85.38,88.89,18.15,Finland,Europe,Advanced Economies,1.0,1.49,16,22.0,50.0
FRA,2018,205.05100000000002,384.817,179.766,38062.44,4.89,9.89,15.2,3669.37,66.8,15.2,80.44,82.04,124.61,France,Europe,Advanced Economies,1.0,1.415,18,4.0,68.0
GBR,2018,163.178,346.326,183.14800000000002,46862.97,5.63,8.95,10.2,2632.15,64.54,10.2,83.4,90.69,274.0,United Kingdom,Europe,Advanced Economies,1.0,1.683,11,3.0,69.0
GRC,2018,61.659,58.099,-3.5600000000000023,18769.04,6.2,8.18,17.9,2089.36,79.24,17.9,79.06,72.24,83.27,Greece,Europe,Advanced Economies,1.0,0.2,55,46.0,26.0
HKG,2018,71.067,110.396,39.32900000000001,45280.51,5.91,0.97,0.2,1916.58,376.89,0.2,100.0,90.51,7097.71,Hong Kong SAR,Asia,Advanced Economies,1.0,1.066,26,12.0,60.0
HRV,2018,9.962,14.053,4.091000000000001,14060.72,4.45,12.3,32.8,2127.64,99.07,32.8,56.95,75.29,71.27,Croatia,Europe,Advanced Economies,1.0,0.93,30,30.0,42.0
HUN,2018,57.419,59.555,2.136000000000003,14533.78,5.24,18.4,13.6,2738.83,162.7,13.6,71.35,76.07,106.37,Hungary,Europe,Emerging and Developing Economies,0.0,1.769,9,36.0,36.0
IDN,2018,186.588,178.614,-7.9739999999999895,3701.32,2.21,19.86,22.0,826.04,43.07,22.0,55.32,39.9,143.78,Indonesia,Asia,Emerging and Developing Economies,0.0,-0.265,74,49.0,23.0
IND,2018,511.073,477.186,-33.887,1883.36,1.87,14.88,32.9,668.3,43.62,32.9,34.03,20.08,462.35,India,Asia,Emerging and Developing Economies,0.0,0.477,44,59.0,13.0
IRL,2018,94.526,80.004,-14.521999999999991,73960.96,7.59,32.81,10.8,2820.44,216.42,10.8,63.17,87.0,71.1,Ireland,Europe,Advanced Economies,1.0,1.793,8,53.0,19.0
ISR,2018,24.234,58.464,34.23,38729.64,7.16,11.64,3.8,2490.07,58.74,3.8,92.42,83.73,410.48,Israel,Asia,Advanced Economies,1.0,1.6,14,17.0,55.0
ITA,2018,200.936,328.82,127.88399999999999,31819.4,5.66,14.95,17.1,2503.35,59.27,17.1,70.44,74.39,203.4,Italy,Europe,Advanced Economies,1.0,1.477,17,6.0,66.0
JOR,2018,9.222999999999999,16.072,6.849,3928.77,2.41,17.69,7.2,869.21,87.64,7.2,90.98,65.2,117.85,Jordan,Asia,Emerging and Developing Economies,0.0,0.581,37,26.0,46.0
JPN,2018,331.959,602.724,270.76500000000004,36138.53,9.3,20.62,7.3,3343.05,36.61,7.3,91.62,88.75,347.9,Japan,Asia,Advanced Economies,1.0,2.492,1,2.0,70.0
KAZ,2018,105.91799999999999,45.091,-60.82699999999999,10670.21,12.09,11.43,1.9,3814.14,63.53,1.9,57.43,78.9,7.01,Kazakhstan,Asia,Emerging and Developing Economies,0.0,-0.57,95,63.0,9.0
KHM,2018,15.285,11.624,-3.6609999999999996,1884.28,0.76,23.57,58.1,440.95,118.44,58.1,23.39,6.331066666666666,92.2,Cambodia,Asia,Emerging and Developing Economies,0.0,-0.548,91,47.0,25.0
KOR,2018,389.0,427.941,38.940999999999974,31059.27,13.0,26.64,3.2,5531.78,78.99,3.2,81.46,96.02,528.97,Korea,Asia,Advanced Economies,1.0,2.277,3,13.0,59.0
LAO,2018,18.891,6.793,-12.097999999999999,2459.98,2.79,7.45,50.2,805.88,100.71972222222222,50.2,35.0,36.3,30.88,Lao P.D.R.,Asia,Emerging and Developing Economies,0.0,-0.592,97,51.0,21.0
LTU,2018,20.636,23.526,2.8900000000000006,16604.9,4.97,16.52,33.7,2711.16,147.2,33.7,67.68,79.72,45.01,Lithuania,Europe,Advanced Economies,1.0,0.577,38,34.0,38.0
LVA,2018,8.798,12.27,3.4719999999999995,15120.07,4.21,10.94,41.0,2403.5,128.23,41.0,68.14,83.58,30.97,Latvia,Europe,Advanced Economies,1.0,0.502,42,33.0,39.0
MAR,2018,26.873,33.68,6.806999999999999,3304.71,1.82,14.87,10.9,577.18,77.25,10.9,62.45,64.8,80.3,Morocco,Africa,Emerging and Developing Economies,0.0,-0.717,104,27.0,45.0
MEX,2018,241.905,279.03,37.12499999999997,10296.87,3.82,20.19,10.3,1493.48,80.21,10.3,80.16,56.66,64.08,Mexico,America,Emerging and Developing Economies,0.0,1.225,20,14.0,58.0
MMR,2018,32.793,19.38,-13.413,1361.57,0.64,24.91,59.4,429.03,100.71972222222222,59.4,30.58,29.38,80.09,Myanmar,Asia,Emerging and Developing Economies,0.0,-1.06,125,52.0,20.0
MYS,2018,186.153,121.94200000000001,-64.21099999999998,10610.2,7.73,21.53,5.3,2839.45,130.4,5.3,76.04,81.2,100.17,Malaysia,Asia,Emerging and Developing Economies,0.0,0.979,29,64.0,8.0
NGA,2018,88.336,54.014,-34.321999999999996,2431.78,0.61,9.65,80.8,299.75,100.71972222222222,80.8,50.34,27.7,225.02,Nigeria,Africa,Emerging and Developing Economies,0.0,-1.63,143,60.0,12.0
NLD,2018,171.98,179.65,7.670000000000016,48463.03,9.46,10.66,7.4,4251.17,163.56,7.4,91.49,91.89,511.78,The Netherlands,Europe,Advanced Economies,1.0,1.154,23,24.0,48.0
